model,year,mileage,image,color,cost
2015 Hyundai Veloster,2015,"50,368 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/744/203/5/a5883e97.jpg?w=197&h=148&q=85&mode=1,Red,"$14,590"
2015 Hyundai Sonata,2015,"76,313 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/712/866/2/9bc4193e.jpg?w=197&h=148&q=85&mode=1,Red,"$14,990"
2015 Hyundai Sonata,2015,"51,106 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/724/945/5/10edbe02.jpg?w=197&h=148&q=85&mode=1,Red,"$15,590"
2015 Hyundai Sonata,2015,"76,297 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/424/202/1/b5aa455c.jpg?w=197&h=148&q=85&mode=1,Black,"$15,990"
2015 Hyundai Sonata,2015,"90,991 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/109/5/7153ca25.jpg?w=197&h=148&q=85&mode=1,Black,"$15,990"
2015 Hyundai Santa Fe,2015,"92,433 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/744/135/3/1505c4c6.jpg?w=197&h=148&q=85&mode=1,Silver,"$15,990"
2015 Hyundai Sonata,2015,"39,983 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/487/980/6/1065edfb.jpg?w=197&h=148&q=85&mode=1,Blue,"$16,590"
2015 Hyundai Sonata,2015,"65,755 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/573/9/c6b937e2.jpg?w=197&h=148&q=85&mode=1,Black,"$16,990"
2015 Hyundai Sonata,2015,"29,404 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/030/8/67683e00.jpg?w=197&h=148&q=85&mode=1,White,"$18,990"
2015 Hyundai Genesis,2015,"69,494 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/092/8/666978df.jpg?w=197&h=148&q=85&mode=1,Gray,"$19,990"
2015 Hyundai Genesis,2015,"61,496 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/129/2/f6e99d46.jpg?w=197&h=148&q=85&mode=1,Gray,"$20,590"
2015 Hyundai Genesis,2015,"51,210 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/565/1/a3470eca.jpg?w=197&h=148&q=85&mode=1,Beige,"$20,990"
2015 Hyundai Genesis,2015,"25,121 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/594/4/343808b4.jpg?w=197&h=148&q=85&mode=1,Gray,"$22,990"
2014 Hyundai Accent,2014,"72,469 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/068/0/4a942628.jpg?w=197&h=148&q=85&mode=1,Blue,"$10,590"
2014 Hyundai Elantra,2014,"62,346 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/437/342/2/acac034c.jpg?w=197&h=148&q=85&mode=1,Beige,"$11,590"
2014 Hyundai Sonata,2014,"83,382 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/725/030/3/189b6b76.jpg?w=197&h=148&q=85&mode=1,Blue,"$11,590"
2014 Hyundai Sonata,2014,"88,745 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/096/0/a9bbc4d5.jpg?w=197&h=148&q=85&mode=1,White,"$11,590"
2014 Hyundai Elantra,2014,"63,301 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/759/722/9/b05d3922.jpg?w=197&h=148&q=85&mode=1,Gray,"$11,990"
